sample_index,unlearning_set_index,label,model_type,elapsed_time_sec,query_count
4,3,1,original,24.5912446975708,24550
4,3,1,unlearning,24.40536642074585,24550
4,3,0,original,25.031805992126465,24549
4,3,0,unlearning,24.6874680519104,24549
4,4,1,original,24.554994106292725,24550
4,4,1,unlearning,24.840938329696655,24550
4,4,0,original,24.53117275238037,24549
4,4,0,unlearning,25.989072561264038,24549
4,5,1,original,25.483187198638916,24550
4,5,1,unlearning,25.15682339668274,24552
4,5,0,original,25.543038845062256,24549
4,5,0,unlearning,25.190370798110962,24549
4,6,1,original,24.89038586616516,24550
4,6,1,unlearning,25.031938314437866,24550
4,6,0,original,24.796249628067017,24550
4,6,0,unlearning,24.985361576080322,24549
4,7,1,original,24.95990777015686,24552
4,7,1,unlearning,24.90744638442993,24550
4,7,0,original,24.98626136779785,24549
4,7,0,unlearning,25.188987255096436,24549
4,8,1,original,24.5581316947937,24550
4,8,1,unlearning,24.709326028823853,24550
4,8,0,original,24.586785793304443,24549
4,8,0,unlearning,24.694889783859253,24549
4,9,1,original,24.768819093704224,24550
4,9,1,unlearning,24.966268062591553,24550
4,9,0,original,24.763575077056885,24549
4,9,0,unlearning,24.775928258895874,24549
4,10,1,original,25.13854169845581,24550
4,10,1,unlearning,25.71984052658081,24550
4,10,0,original,24.602497577667236,24549
4,10,0,unlearning,24.856868505477905,24549
4,11,1,original,24.719773769378662,24550
4,11,1,unlearning,24.845673322677612,24550
4,11,0,original,24.974266529083252,24549
4,11,0,unlearning,25.093317985534668,24549
4,12,1,original,25.271000146865845,24550
4,12,1,unlearning,25.03022027015686,24550
4,12,0,original,0.0,1
4,12,0,unlearning,0.0,1
4,13,1,original,25.117387771606445,24550
4,13,1,unlearning,24.625733137130737,24550
4,13,0,original,25.156986474990845,24549
4,13,0,unlearning,25.049299240112305,24549
4,14,1,original,25.04647445678711,24550
4,14,1,unlearning,25.06253147125244,24550
4,14,0,original,24.983224153518677,24549
4,14,0,unlearning,24.564318895339966,24549
4,15,1,original,24.921942472457886,24550
4,15,1,unlearning,25.322347164154053,24550
4,15,0,original,24.753023862838745,24549
4,15,0,unlearning,24.708866596221924,24549
4,16,1,original,24.54827070236206,24550
4,16,1,unlearning,25.721157550811768,24550
4,16,0,original,27.330517292022705,24550
4,16,0,unlearning,23.57239818572998,24550
4,17,1,original,23.499821186065674,24550
4,17,1,unlearning,23.494685411453247,24550
4,17,0,original,24.109290838241577,24549
4,17,0,unlearning,23.505794525146484,24550
4,18,1,original,43.609529972076416,24550
4,18,1,unlearning,35.707552671432495,24550
4,18,0,original,97.39029550552368,24549
4,18,0,unlearning,91.35009694099426,24550
4,19,1,original,95.85181021690369,24550
4,19,1,unlearning,94.69769549369812,24550
4,19,0,original,91.77946853637695,24549
4,19,0,unlearning,90.71109104156494,24549
5,0,1,original,90.20506572723389,24550
5,0,1,unlearning,89.96674942970276,24550
5,0,0,original,90.0600368976593,24549
5,0,0,unlearning,89.27534055709839,24549
5,1,1,original,88.5857481956482,24550
5,1,1,unlearning,87.29406595230103,24550
5,1,0,original,87.36577773094177,24549
5,1,0,unlearning,86.53331470489502,24549
5,2,1,original,87.45598292350769,24550
5,2,1,unlearning,85.67371869087219,24550
5,2,0,original,84.22061252593994,24551
5,2,0,unlearning,84.71959161758423,24549
5,3,1,original,85.02312803268433,24550
5,3,1,unlearning,82.95029854774475,24550
5,3,0,original,83.60215663909912,24549
5,3,0,unlearning,83.45118594169617,24549
5,4,1,original,84.55202460289001,24550
5,4,1,unlearning,83.57962393760681,24550
5,4,0,original,82.35989689826965,24551
5,4,0,unlearning,81.49591374397278,24551
5,5,1,original,82.1364426612854,24550
5,5,1,unlearning,69.05111336708069,24550
5,5,0,original,24.69883108139038,24549
5,5,0,unlearning,24.275346994400024,24549
5,6,1,original,24.768654823303223,24550
5,6,1,unlearning,43.208820819854736,24550
5,6,0,original,69.30386972427368,24549
5,6,0,unlearning,68.41565585136414,24549
5,7,1,original,72.382737159729,24550
5,7,1,unlearning,72.5974771976471,24550
5,7,0,original,32.455810546875,24549
5,7,0,unlearning,27.790868043899536,24549
5,8,1,original,91.85920691490173,24550
5,8,1,unlearning,87.78319573402405,24550
5,8,0,original,85.79735207557678,24549
5,8,0,unlearning,86.51272058486938,24549
5,9,1,original,86.14035773277283,24550
5,9,1,unlearning,83.56165218353271,24550
5,9,0,original,78.80686450004578,24550
5,9,0,unlearning,83.85313177108765,24549
5,10,1,original,86.45595479011536,24550
5,10,1,unlearning,136.38798689842224,24550
5,10,0,original,154.65912294387817,24549
5,10,0,unlearning,159.7975959777832,24550
5,11,1,original,158.53900170326233,24551
5,11,1,unlearning,156.79287362098694,24550
5,11,0,original,157.08595156669617,24549
5,11,0,unlearning,159.52762293815613,24549
5,12,1,original,155.77754640579224,24550
5,12,1,unlearning,159.20103812217712,24550
5,12,0,original,157.05177426338196,24549
5,12,0,unlearning,148.8700442314148,24549
5,13,1,original,193.1363763809204,24550
5,13,1,unlearning,195.75811457633972,24550
5,13,0,original,171.76998662948608,24549
5,13,0,unlearning,114.52187657356262,24549
5,14,1,original,108.2171540260315,24550
5,14,1,unlearning,106.07756638526917,24551
5,14,0,original,111.72674345970154,24549
5,14,0,unlearning,109.2131233215332,24549
5,15,1,original,106.97062087059021,24550
5,15,1,unlearning,111.75985670089722,24550
5,15,0,original,109.18737721443176,24549
5,15,0,unlearning,111.27594113349915,24549
5,16,1,original,110.82954597473145,24550
5,16,1,unlearning,110.11286115646362,24550
5,16,0,original,99.30528783798218,24549
5,16,0,unlearning,118.55349707603455,24550
5,17,1,original,134.0898313522339,24550
5,17,1,unlearning,107.76499676704407,24550
5,17,0,original,104.71298289299011,24549
5,17,0,unlearning,109.40490317344666,24549
5,19,1,original,118.38088703155518,24551
5,19,1,unlearning,98.04055595397949,24550
5,19,0,original,46.613096475601196,24551
5,19,0,unlearning,25.652538061141968,24550
6,0,1,original,25.378434419631958,24550
6,0,1,unlearning,25.441798448562622,24550
6,0,0,original,0.0,1
6,0,0,unlearning,0.01575326919555664,1
6,1,1,original,26.033037900924683,24550
6,1,1,unlearning,27.057725429534912,24550
6,1,0,original,27.241305112838745,24549
6,1,0,unlearning,26.711787700653076,24549
6,2,1,original,26.534478902816772,24550
6,2,1,unlearning,26.824382305145264,24550
6,2,0,original,29.638633489608765,24549
6,2,0,unlearning,25.817403078079224,24549
6,3,1,original,24.778778314590454,24550
6,3,1,unlearning,34.68575191497803,24550
6,3,0,original,27.751867055892944,24549
6,3,0,unlearning,24.832911491394043,24549
6,4,1,original,25.0236759185791,24550
6,4,1,unlearning,25.318125009536743,24550
6,4,0,original,25.041187047958374,24549
6,4,0,unlearning,25.99326181411743,24549
6,5,1,original,25.645071029663086,24550
6,5,1,unlearning,25.310048818588257,24550
6,5,0,original,25.35643219947815,24549
